Date,pct_dose_1_cumulative,pct_dose_2_cumulative,pct_dose_3_cumulative,Admin_Dose_1_Cumulative,Series_Complete_Cumulative,Booster_Cumulative,pop_total,total_dose_1,total_dose_2,total_dose_3,pct_1st_dose_18a,pct_2nd_dose_18a,age_pct,rel_dose1_age18,rel_dose2_age18,pct_dose_1,pct_dose_2,pct_dose_3
2021-01-17,0.031,0.006,0,16137518,2463397,0,333239062,0.04842624962136041,0.007392281640739944,0,0.024,0.003,0.09086016494337025,0.49559898170214284,0.4058286934667859,0.0030000000000000027,0.001,0
2021-01-18,0.032,0.006,0,16775020,2689808,0,333239062,0.05033929665784499,0.008071706791684584,0,0.024,0.004,0.09086016494337025,0.4767647065696494,0.4955581394657165,0.0010000000000000009,0,0
2021-01-19,0.032,0.006,0,17739210,3042306,0,333239062,0.053232684948561045,0.009129499950398972,0,0.025,0.004,0.09086016494337025,0.4696362774892456,0.43814009767590767,0,0,0
2021-01-20,0.035,0.006999999999999999,0,18889991,3459341,0,333239062,0.05668600459570373,0.010380958880504831,0,0.027,0.005,0.09086016494337025,0.4763080445088619,0.48165107458328044,0.0030000000000000027,9.999999999999992e-4,0
2021-01-21,0.037000000000000005,0.008,0,20216584,3730773,0,333239062,0.06066690945132957,0.011195485239962655,0,0.028,0.005,0.09086016494337025,0.46153661449431815,0.4466086009521351,0.0020000000000000018,0.0010000000000000009,0
2021-01-22,0.04,0.008,0,21610803,3938106,0,333239062,0.06485074969992563,0.011817660199751733,0,0.029,0.005,0.09086016494337025,0.44718064377339434,0.42309559722364,0.0029999999999999957,0,0
2021-01-23,0.043,0.009000000000000001,0,22355180,4087497,0,333239062,0.06708451243930101,0.012265959985207256,0,0.03,0.006,0.09086016494337025,0.44719710867906226,0.48915861516228637,0.0029999999999999957,0.0010000000000000009,0
2021-01-24,0.045,0.01,0,22657989,4174687,0,333239062,0.06799319642785455,0.012527603981792507,0,0.031,0.006,0.09086016494337025,0.4559279696887486,0.4789423427433003,0.0020000000000000018,9.999999999999992e-4,0
2021-01-25,0.047,0.011000000000000001,0,23519060,4658360,0,333239062,0.07057714020332946,0.013979033466370758,0,0.031,0.007,0.09086016494337025,0.4392357059338256,0.5007499278716114,0.0020000000000000018,0.0010000000000000009,0
2021-01-26,0.048,0.011000000000000001,0,24574961,5233575,0,333239062,0.07374573932752218,0.015705166640998407,0,0.032,0.007,0.09086016494337025,0.4339233736322104,0.44571319490023553,0.0010000000000000009,0,0
2021-01-27,0.064,0.012,0,25827169,5873711,0,333239062,0.07750342605393602,0.017626117912911424,0,0.033,0.008,0.09086016494337025,0.42578762875636894,0.45387192117555664,0.016,9.999999999999992e-4,0
2021-01-28,0.067,0.013999999999999999,0,27198612,6422540,0,333239062,0.08161891897295041,0.019273070694215313,0,0.035,0.009,0.09086016494337025,0.4288221461448107,0.466972811068518,0.0030000000000000027,0.0019999999999999983,0
2021-01-29,0.071,0.015,0,28574011,6909272,0,333239062,0.08574628324935088,0.020733679774911862,0,0.036,0.01,0.09086016494337025,0.4198432705859881,0.4823070534782825,0.00399999999999999,0.0010000000000000009,0
2021-01-30,0.076,0.017,0,29337951,7149651,0,333239062,0.0880387515914926,0.021455020780246945,0,0.036,0.01,0.09086016494337025,0.40891084152400414,0.4660913686556169,0.0050000000000000044,0.0020000000000000018,0
2021-01-31,0.079,0.019,0,29665561,7275127,0,333239062,0.0890218596282089,0.021831555269471982,0,0.037,0.01,0.09086016494337025,0.41562825304399265,0.4580525700788453,0.0030000000000000027,0.0019999999999999983,0
2021-02-01,0.081,0.02,0,30437484,7839155,0,333239062,0.09133828374537917,0.023524117949893883,0,0.037,0.011,0.09086016494337025,0.40508753266202946,0.46760520515285126,0.0020000000000000018,0.0010000000000000009,0
2021-02-02,0.081,0.021,0,31402110,8528476,0,333239062,0.09423298040612058,0.025592665964232007,0,0.038,0.012,0.09086016494337025,0.403255843508605,0.46888432868897095,0,0.0010000000000000009,0
2021-02-03,0.083,0.023,0,32667551,9352801,0,333239062,0.09803037736314359,0.02806634055403745,0,0.039,0.013,0.09086016494337025,0.3978358652596884,0.4631882797463562,0.0020000000000000018,0.0019999999999999983,0
2021-02-04,0.084,0.024,0,34058356,10255370,0,333239062,0.10220397271433923,0.0307748135481188,0,0.04,0.014,0.09086016494337025,0.3913742190022325,0.4549174596333433,0.0010000000000000009,0.0010000000000000009,0
2021-02-05,0.085,0.027999999999999997,0,35420737,11203299,0,333239062,0.10629227194259717,0.03361940503841653,0,0.041,0.016,0.09086016494337025,0.38572888932265864,0.47591562021151096,0.0010000000000000009,0.003999999999999997,0
2021-02-06,0.08800000000000001,0.03,0,36276375,11621494,0,333239062,0.10885991210718268,0.03487434495299353,0,0.042,0.017,0.09086016494337025,0.38581695673837313,0.48746435303412805,0.0030000000000000027,0.0020000000000000018,0
2021-02-07,0.09,0.031,0,36557681,11776506,0,333239062,0.10970406884652677,0.03533951250889069,0,0.042,0.017,0.09086016494337025,0.38284815177417847,0.48104794868698747,0.001999999999999988,0.0010000000000000009,0
2021-02-08,0.09,0.031,0,37396766,12474610,0,333239062,0.1122220359628788,0.03743441697720299,0,0.043,0.018,0.09086016494337025,0.3831689527912654,0.48084093338388934,0,0,0
2021-02-09,0.094,0.035,0,38437429,13358784,0,333239062,0.1153449081548549,0.0400876893597786,0,0.044,0.019,0.09086016494337025,0.3814646064907203,0.4739609666568454,0.0040000000000000036,0.0040000000000000036,0
2021-02-10,0.095,0.036000000000000004,0,39669148,14382598,0,333239062,0.11904111049262286,0.043160000252311356,0,0.045,0.02,0.09086016494337025,0.3780206670937324,0.46339202694812165,0.0010000000000000009,0.0010000000000000009,0
2021-02-11,0.09699999999999999,0.038,0,40948136,15458724,0,333239062,0.12287915994674117,0.0463892915410979,0,0.046,0.021,0.09086016494337025,0.37435151753916224,0.4526906814559857,0.001999999999999988,0.001999999999999995,0
2021-02-12,0.099,0.039,0,42330827,16605265,0,333239062,0.12702840641173094,0.04982988758982883,0,0.047,0.023,0.09086016494337025,0.36999598221882124,0.46157037698585357,0.0020000000000000157,0.0010000000000000009,0
2021-02-13,0.102,0.042,0,43201250,17172819,0,333239062,0.1296404141240801,0.05153303126270353,0,0.048,0.023,0.09086016494337025,0.3702549110500275,0.44631568212534,0.002999999999999989,0.0030000000000000027,0
2021-02-14,0.10400000000000001,0.044000000000000004,0,43549570,17401197,0,333239062,0.130685669737001,0.0522183590830057,0,0.048,0.023,0.09086016494337025,0.36729352266853615,0.44045811480669983,0.0020000000000000157,0.0020000000000000018,0
2021-02-15,0.10400000000000001,0.045,0,44165081,17931639,0,333239062,0.1325327251101193,0.05381013525959331,0,0.049,0.024,0.09086016494337025,0.36972000658167026,0.4460126309703201,0,9.99999999999994e-4,0
2021-02-16,0.10800000000000001,0.045,0,44967169,18710569,0,333239062,0.1349396698277827,0.056147586323478486,0,0.049,0.025,0.09086016494337025,0.36312524006125446,0.44525511490324005,0.0040000000000000036,0,0
2021-02-17,0.109,0.047,0,45905676,19690675,0,333239062,0.13775598732179842,0.05908873612181756,0,0.05,0.026,0.09086016494337025,0.3629606304022187,0.44001618085718236,9.99999999999987e-4,0.0020000000000000018,0
2021-02-18,0.11199999999999999,0.048,0,46746651,20653474,0,333239062,0.1402796260421595,0.061977950232016916,0,0.051,0.027,0.09086016494337025,0.3635595662671107,0.4356388021695527,0.002999999999999989,0.0010000000000000009,0
2021-02-19,0.114,0.051,0,47577085,21738651,0,333239062,0.14277163281656338,0.06523440220222441,0,0.052,0.028,0.09086016494337025,0.3642180100777507,0.42922137790426834,0.0020000000000000157,0.0029999999999999957,0
2021-02-20,0.11599999999999999,0.055,0,48180727,22411863,0,333239062,0.1445830711166748,0.0672546095451439,0,0.052,0.028,0.09086016494337025,0.35965483094516193,0.41632834075418007,0.001999999999999988,0.0040000000000000036,0
2021-02-21,0.11800000000000001,0.057,0,48440673,22730002,0,333239062,0.14536312972817095,0.0682092965439928,0,0.052,0.029,0.09086016494337025,0.35772482401307676,0.42516198625939405,0.0020000000000000157,0.0020000000000000018,0
2021-02-22,0.11800000000000001,0.057,0,49067039,23520747,0,333239062,0.14724275931373254,0.07058220263505603,0,0.053,0.029,0.09086016494337025,0.35994978800330707,0.41086844724787014,0,0,0
2021-02-23,0.11900000000000001,0.059000000000000004,0,49953327,24529978,0,333239062,0.14990237549042196,0.07361075215125891,0,0.054,0.03,0.09086016494337025,0.3602344514110141,0.4075491571985918,0.0010000000000000009,0.0020000000000000018,0
2021-02-24,0.121,0.061,0,51215509,25743172,0,333239062,0.15368999268159025,0.07725136376719245,0,0.055,0.031,0.09086016494337025,0.3578632482203779,0.4012874140762452,0.001999999999999988,0.001999999999999995,0
2021-02-25,0.12300000000000001,0.062,0,52771168,27059531,0,333239062,0.1583582899414115,0.08120155793740651,0,0.056,0.032,0.09086016494337025,0.3536284713652728,0.39408110894457116,0.0020000000000000157,0.0010000000000000009,0
2021-02-26,0.125,0.064,0,54462443,28414567,0,333239062,0.16343355029609344,0.08526781593209502,0,0.058,0.033,0.09086016494337025,0.3548842933101624,0.387015893854726,0.001999999999999988,0.0020000000000000018,0
2021-02-27,0.127,0.065,0,55617708,29217066,0,333239062,0.1669003257487263,0.08767599399856671,0,0.059,0.034,0.09086016494337025,0.3535044029142661,0.3877914403862455,0.0020000000000000018,0.0010000000000000009,0
2021-02-28,0.13,0.067,0,56163335,29506045,0,333239062,0.16853766981255036,0.08854317624984792,0,0.06,0.034,0.09086016494337025,0.35600349801164766,0.3839934531381621,0.0030000000000000027,0.0020000000000000018,0
2021-03-01,0.13,0.067,0,57364799,30284876,0,333239062,0.17214308147344384,0.09088033022971359,0,0.061,0.035,0.09086016494337025,0.3543563846881081,0.3851218400233833,0,0,0
2021-03-02,0.131,0.068,0,58839972,31229273,0,333239062,0.17656985242624407,0.09371432272246644,0,0.063,0.035,0.09086016494337025,0.35679930143406596,0.3734754622690064,0.0010000000000000009,0.0010000000000000009,0
2021-03-03,0.133,0.069,0,60592687,32342199,0,333239062,0.1818294849239493,0.09705404524275128,0,0.065,0.036,0.09086016494337025,0.35747777664984554,0.37092735197133625,0.0020000000000000018,0.0010000000000000009,0
2021-03-04,0.136,0.07,0,62560864,33569795,0,333239062,0.1877356862803797,0.10073787508140328,0,0.067,0.037,0.09086016494337025,0.3568847315471858,0.36728985964912797,0.0030000000000000027,0.0010000000000000009,0
2021-03-05,0.14300000000000002,0.094,0,64576411,34858851,0,333239062,0.19378403783887738,0.10460613708005216,0,0.07,0.038,0.09086016494337025,0.36122686254582964,0.3632674053427636,0.007000000000000006,0.023999999999999994,0
2021-03-06,0.153,0.124,0,65935786,35715031,0,333239062,0.19786331651599715,0.10717540370462332,0,0.072,0.039,0.09086016494337025,0.3638875627265594,0.36388946205870576,0.009999999999999981,0.03,0
2021-03-07,0.157,0.127,0,66621557,36056399,0,333239062,0.1999212115175141,0.10819979741750683,0,0.073,0.04,0.09086016494337025,0.3651438456474381,0.36968645926067106,0.0040000000000000036,0.0030000000000000027,0
2021-03-08,0.158,0.127,0,68110795,36899558,0,333239062,0.20439018940702697,0.11072998999138943,0,0.075,0.04,0.09086016494337025,0.3669452052350879,0.361239082592805,0.0010000000000000009,0,0
2021-03-09,0.166,0.13,0,69924747,37971494,0,333239062,0.20983358487547296,0.1139467077241983,0,0.078,0.041,0.09086016494337025,0.3717231445399438,0.3598173288098699,0.008000000000000007,0.0030000000000000027,0
2021-03-10,0.171,0.133,0,71996207,39229962,0,333239062,0.21604972288632837,0.1177231797633616,0,0.081,0.042,0.09086016494337025,0.3749136954117597,0.35676916036778217,0.0050000000000000044,0.0030000000000000027,0
2021-03-11,0.175,0.135,0,74284844,40615646,0,333239062,0.22291757621139865,0.12188140776845663,0,0.085,0.044,0.09086016494337025,0.3813068554064676,0.36100666053668085,0.003999999999999976,0.0020000000000000018,0
2021-03-12,0.18,0.138,0,76410038,42127419,0,333239062,0.22929496182533368,0.1264180097830188,0,0.088,0.045,0.09086016494337025,0.38378514425028815,0.35596193989477487,0.0050000000000000044,0.0030000000000000027,0
2021-03-13,0.18899999999999997,0.142,0,77804106,43139686,0,333239062,0.23347834894577876,0.12945566987582027,0,0.091,0.046,0.09086016494337025,0.38975776730857875,0.35533399227801515,0.00899999999999998,0.003999999999999976,0
2021-03-14,0.19399999999999998,0.145,0,78456532,43564824,0,333239062,0.2354361806479938,0.13073144468279652,0,0.092,0.047,0.09086016494337025,0.39076406925557194,0.3595156476243311,0.0050000000000000044,0.0030000000000000027,0
2021-03-15,0.195,0.146,0,79959863,44426965,0,333239062,0.23994744949798233,0.1333185993663612,0,0.095,0.048,0.09086016494337025,0.3959200241501164,0.3600397861073787,0.0010000000000000286,0.0010000000000000009,0
2021-03-16,0.19899999999999998,0.14800000000000002,0,81894016,45465657,0,333239062,0.24575154997885573,0.13643555688558504,0,0.099,0.049,0.09086016494337025,0.4028458823902347,0.3591439146694834,0.003999999999999976,0.0020000000000000295,0
2021-03-17,0.205,0.15,0,84028469,46583224,0,333239062,0.25215672045073756,0.13978920634460315,0,0.103,0.05,0.09086016494337025,0.40847612475243356,0.35768140693739875,0.006000000000000005,0.001999999999999974,0
2021-03-18,0.21100000000000002,0.153,0,86333757,47778686,0,333239062,0.25907454090721216,0.14337660691170712,0,0.107,0.051,0.09086016494337025,0.41300854813951854,0.35570656258734284,0.006000000000000033,0.0030000000000000027,0
2021-03-19,0.214,0.155,0,88555456,48988084,0,333239062,0.2657415234232054,0.14700582730604372,0,0.112,0.052,0.09086016494337025,0.4214621733075374,0.35372747429762713,0.002999999999999975,0.0020000000000000018,0
2021-03-20,0.222,0.158,0,89975606,49840260,0,333239062,0.27000317867897494,0.1495630785324921,0,0.115,0.053,0.09086016494337025,0.42592091160797513,0.35436553272394644,0.008000000000000007,0.0030000000000000027,0
2021-03-21,0.22899999999999998,0.161,0,90665911,50209847,0,333239062,0.27207467952841613,0.1506721531943335,0,0.117,0.054,0.09086016494337025,0.4300289913151593,0.3583940287250826,0.0069999999999999785,0.0030000000000000027,0
2021-03-22,0.23,0.162,0,92279143,51004684,0,333239062,0.27691574464940727,0.15305733875820357,0,0.121,0.055,0.09086016494337025,0.43695601401499795,0.3593424558811108,0.0010000000000000286,0.0010000000000000009,0
2021-03-23,0.23600000000000002,0.16399999999999998,0,94270537,52141803,0,333239062,0.28289161670968815,0.1564696608106525,0,0.125,0.056,0.09086016494337025,0.4418653385839947,0.35789685815045563,0.006000000000000005,0.001999999999999974,0
2021-03-24,0.24100000000000002,0.16699999999999998,0,96484765,53548961,0,333239062,0.28953617988517805,0.16069232904034522,0,0.131,0.057,0.09086016494337025,0.45244777371847256,0.35471512760070173,0.0050000000000000044,0.0030000000000000027,0
2021-03-25,0.25,0.17,0,98758607,55177398,0,333239062,0.29635963565399787,0.16557902206554645,0,0.136,0.059,0.09086016494337025,0.45890190038828715,0.35632533194116905,0.00899999999999998,0.0030000000000000304,0
2021-03-26,0.255,0.17300000000000001,0,100873011,56961189,0,333239062,0.3027046421106539,0.17093190893689408,0,0.142,0.062,0.09086016494337025,0.4691041373197435,0.3627175311245697,0.0050000000000000044,0.0030000000000000027,0
2021-03-27,0.261,0.17600000000000002,0,102249272,58115741,0,333239062,0.30683459311861827,0.17439654478441666,0,0.146,0.063,0.09086016494337025,0.47582640052439684,0.3612456891154498,0.006000000000000005,0.0030000000000000027,0
2021-03-28,0.27,0.18100000000000002,0,102925459,58661514,0,333239062,0.30886372798636674,0.1760343269721483,0,0.148,0.064,0.09086016494337025,0.47917572246143686,0.36356545397038337,0.009000000000000008,0.0050000000000000044,0
2021-03-29,0.271,0.182,0,104540300,59922492,0,333239062,0.3137096214728872,0.17981833114150345,0,0.153,0.066,0.09086016494337025,0.48771216923999644,0.36703710673447965,0.0010000000000000009,9.999999999999731e-4,0
2021-03-30,0.27399999999999997,0.184,0,106560077,61565285,0,333239062,0.3197706666213098,0.18474810435038375,0,0.159,0.068,0.09086016494337025,0.4972313492040739,0.3680687292522077,0.002999999999999947,0.0020000000000000018,0
2021-03-31,0.278,0.19,0,108974414,63488292,0,333239062,0.32701572662570993,0.19051875737184737,0,0.167,0.071,0.09086016494337025,0.5106788035033618,0.3726667178572074,0.004000000000000059,0.006000000000000005,0
2021-04-01,0.284,0.195,0,111501871,65705835,0,333239062,0.33460024263302,0.19717326836071816,0,0.175,0.074,0.09086016494337025,0.5230121730423698,0.37530442445484485,0.00599999999999995,0.0050000000000000044,0
2021-04-02,0.285,0.195,0,113562358,67504951,0,333239062,0.3407834523312876,0.20257214323811776,0,0.182,0.077,0.09086016494337025,0.5340634903336544,0.3801114939554581,0.0010000000000000009,0,0
2021-04-03,0.29100000000000004,0.20199999999999999,0,114890014,68656229,0,333239062,0.34476754708906243,0.2060269543070554,0,0.187,0.08,0.09086016494337025,0.5423944381623976,0.3882987071719305,0.006000000000000061,0.0069999999999999785,0
2021-04-04,0.294,0.20600000000000002,0,115328453,69026067,0,333239062,0.34608323618435827,0.207136782181916,0,0.188,0.081,0.09086016494337025,0.543221919884766,0.39104595111872736,0.002999999999999947,0.004000000000000031,0
2021-04-05,0.29600000000000004,0.207,0,117068671,70611083,0,333239062,0.35130536707608423,0.21189317535649527,0,0.195,0.083,0.09086016494337025,0.5550726469765768,0.3917068110398477,0.0020000000000000573,9.999999999999731e-4,0
2021-04-06,0.299,0.212,0,119366203,72671047,0,333239062,0.3581999129501811,0.2180748156109022,0,0.204,0.088,0.09086016494337025,0.5695143762594174,0.40353123653220513,0.002999999999999947,0.0050000000000000044,0
2021-04-07,0.308,0.22399999999999998,0,121935894,74959478,0,333239062,0.3659111668007276,0.22494205076114396,0,0.215,0.093,0.09086016494337025,0.5875743062990131,0.4134398156561336,0.009000000000000008,0.011999999999999983,0
2021-04-08,0.313,0.22899999999999998,0,124509129,77451141,0,333239062,0.3736330556590031,0.23241915439072985,0,0.226,0.099,0.09086016494337025,0.6048715352590733,0.42595456583396235,0.0050000000000000044,0.0050000000000000044,0
2021-04-09,0.317,0.235,0,126956626,79860058,0,333239062,0.380977623805699,0.2396479497952734,0,0.238,0.105,0.09086016494337025,0.6247086052523166,0.4381427009482011,0.0040000000000000036,0.006000000000000005,0
2021-04-10,0.32299999999999995,0.245,0,128683352,81498723,0,333239062,0.3861592672470072,0.24456533550079432,0,0.245,0.109,0.09086016494337025,0.6344532445036091,0.4456886736495245,0.00599999999999995,0.010000000000000009,0
2021-04-11,0.327,0.252,0,129521683,82293395,0,333239062,0.388674971723453,0.24695002592463186,0,0.249,0.112,0.09086016494337025,0.6406381118287353,0.45353305625560836,0.004000000000000059,0.007000000000000006,0
2021-04-12,0.32799999999999996,0.254,0,131158005,83997970,0,333239062,0.393585326440512,0.25206519756678464,0,0.257,0.116,0.09086016494337025,0.6529714975002859,0.46019839755651243,9.999999999999454e-4,0.0020000000000000018,0
2021-04-13,0.33,0.258,0,132906528,85695923,0,333239062,0.3988323793805421,0.25716049758896514,0,0.265,0.119,0.09086016494337025,0.6644395332485099,0.46274603259714,0.0020000000000000573,0.0040000000000000036,0
2021-04-14,0.33299999999999996,0.265,0,134646657,87601837,0,333239062,0.40405424319673544,0.262879857103907,0,0.274,0.124,0.09086016494337025,0.6781267728615052,0.47169836961295686,0.002999999999999947,0.007000000000000006,0
2021-04-15,0.336,0.273,0,136408653,89532494,0,333239062,0.40934172657105844,0.26867346661778807,0,0.282,0.128,0.09086016494337025,0.6889109555535308,0.47641474095427294,0.003000000000000058,0.008000000000000007,0
2021-04-16,0.34,0.282,0,138049703,91442013,0,333239062,0.414266269300686,0.27440364419222857,0,0.29,0.133,0.09086016494337025,0.7000328568617058,0.4846874406187887,0.0040000000000000036,0.008999999999999952,0
2021-04-17,0.34299999999999997,0.293,0,139217531,92607923,0,333239062,0.4177707444153111,0.27790236367908155,0,0.296,0.135,0.09086016494337025,0.7085225664000606,0.48578212222727424,0.002999999999999947,0.01100000000000001,0
2021-04-18,0.34600000000000003,0.302,0,139760723,93183537,0,333239062,0.4194007814125944,0.2796296941923333,0,0.299,0.137,0.09086016494337025,0.7129218953596855,0.48993366171537367,0.003000000000000058,0.009000000000000008,0
2021-04-19,0.34700000000000003,0.303,0,140849585,94634158,0,333239062,0.42266829151019514,0.2839827883082926,0,0.304,0.141,0.09086016494337025,0.7192401372570605,0.496508963940906,0.0010000000000000009,0.0010000000000000009,0
2021-04-20,0.348,0.307,0,142230984,96452400,0,333239062,0.4268136608786878,0.2894390574175845,0,0.311,0.146,0.09086016494337025,0.7286552153924492,0.5044239754739125,9.999999999999454e-4,0.0040000000000000036,0
2021-04-21,0.349,0.307,0,143620077,98482273,0,333239062,0.43098211877693976,0.2955303991343008,0,0.318,0.151,0.09086016494337025,0.7378496372481405,0.5109457451494849,0.0010000000000000009,0,0
2021-04-22,0.35100000000000003,0.314,0,145026334,100518434,0,333239062,0.43520208324197,0.3016406101875296,0,0.325,0.158,0.09086016494337025,0.7467795135054576,0.5238021495241361,0.0020000000000000573,0.007000000000000006,0
2021-04-23,0.353,0.321,0,146390419,102398863,0,333239062,0.4392954959163821,0.3072834930738102,0,0.331,0.163,0.09086016494337025,0.753479157143474,0.5304547874325518,0.0019999999999999463,0.007000000000000006,0
2021-04-24,0.35600000000000004,0.326,0,147398789,103574234,0,333239062,0.44232146170186976,0.3108106035900437,0,0.336,0.167,0.09086016494337025,0.7596285260661131,0.5373047060526657,0.003000000000000058,0.0050000000000000044,0
2021-04-25,0.35700000000000004,0.32799999999999996,0,147893112,104065739,0,333239062,0.4438048502249115,0.31228553572149953,0,0.338,0.168,0.09086016494337025,0.7615960029024206,0.5379692005646547,0.0010000000000000009,0.0019999999999999463,0
2021-04-26,0.361,0.337,0,148832492,105480436,0,333239062,0.44662378745982667,0.316530827349406,0,0.343,0.173,0.09086016494337025,0.7679841728780568,0.5465502410892574,0.003999999999999948,0.009000000000000064,0
2021-04-27,0.36200000000000004,0.34,0,149943943,107252591,0,333239062,0.44995908372830556,0.32184879634548963,0,0.348,0.18,0.09086016494337025,0.7734036550979587,0.5592688307175722,0.0010000000000000564,0.0030000000000000027,0
2021-04-28,0.363,0.344,0,151099123,109203251,0,333239062,0.45342560410880045,0.32770243183555714,0,0.354,0.187,0.09086016494337025,0.7807234456814153,0.5706396469277275,9.999999999999454e-4,0.003999999999999948,0
2021-04-29,0.369,0.353,0,152214831,111162885,0,333239062,0.45677367499011867,0.3335829969416971,0,0.359,0.195,0.09086016494337025,0.7859472199394288,0.5845621682992485,0.006000000000000005,0.009000000000000008,0
2021-04-30,0.371,0.35700000000000004,0,153326746,112992076,0,333239062,0.460110363652386,0.3390721223432084,0,0.364,0.202,0.09086016494337025,0.7911145428469473,0.5957434619043551,0.0020000000000000018,0.004000000000000059,0
2021-05-01,0.373,0.36200000000000004,0,154034766,114140948,0,333239062,0.46223502453622917,0.3425197133702171,0,0.368,0.207,0.09086016494337025,0.7961317954415564,0.6043447775990085,0.0020000000000000018,0.0050000000000000044,0
2021-05-02,0.374,0.365,0,154361046,114720010,0,333239062,0.4632141414441984,0.34425739080972445,0,0.369,0.21,0.09086016494337025,0.7966078040051633,0.6100086900271365,0.0010000000000000009,0.002999999999999947,0
2021-05-03,0.374,0.365,0,155001380,116109688,0,333239062,0.46513568688415047,0.34842760420445545,0,0.372,0.216,0.09086016494337025,0.7997666282971158,0.6199279201577047,0,0,0
2021-05-04,0.375,0.366,0,155823391,117851861,0,333239062,0.46760241751010573,0.3536556017553548,0,0.376,0.224,0.09086016494337025,0.8041019163291088,0.6333845664770623,0.0010000000000000009,0.0010000000000000009,0
2021-05-05,0.377,0.37,0,156640889,119638514,0,333239062,0.470055605305959,0.3590170770556304,0,0.38,0.232,0.09086016494337025,0.8084149953975299,0.6462088151980891,0.0020000000000000018,0.0040000000000000036,0
2021-05-06,0.377,0.37,0,157421873,121430480,0,333239062,0.47239922011303703,0.36439449586495354,0,0.384,0.24,0.09086016494337025,0.8128717907453687,0.6586268528297015,0,0,0
2021-05-07,0.382,0.381,0,158216567,123194221,0,333239062,0.4747839765555456,0.3696872157202267,0,0.388,0.248,0.09086016494337025,0.8172137628039926,0.6708373713081882,0.0050000000000000044,0.01100000000000001,0
2021-05-08,0.38299999999999995,0.386,0,158725503,124270712,0,333239062,0.47631121648037766,0.3729176023187822,0,0.39,0.253,0.09086016494337025,0.8187923914155119,0.6784340519912688,9.999999999999454e-4,0.0050000000000000044,0
2021-05-09,0.386,0.392,0,158932253,124703896,0,333239062,0.4769316419453851,0.37421752195425395,0,0.392,0.255,0.09086016494337025,0.821920723064311,0.6814218603883876,0.003000000000000058,0.006000000000000005,0
2021-05-10,0.387,0.395,0,159417007,125862309,0,333239062,0.4783863153473887,0.37769374407853784,0,0.394,0.261,0.09086016494337025,0.823602154492839,0.6910360684865554,0.0010000000000000009,0.0030000000000000027,0
2021-05-11,0.38799999999999996,0.397,0,160076820,127293193,0,333239062,0.48036631431881777,0.3819876104440601,0,0.398,0.268,0.09086016494337025,0.8285343666622064,0.7015934356835563,9.999999999999454e-4,0.0020000000000000018,0
2021-05-12,0.389,0.4,0,160721697,128712817,0,333239062,0.48230149261433225,0.3862476872534229,0,0.401,0.275,0.09086016494337025,0.8314301451284453,0.7119783731405708,0.0010000000000000564,0.0030000000000000027,0
2021-05-13,0.391,0.40299999999999997,0,161648385,130099845,0,333239062,0.4850823430777752,0.39040994839914656,0,0.404,0.281,0.09086016494337025,0.8328482901205602,0.7197562489178985,0.0020000000000000018,0.002999999999999947,0
2021-05-14,0.39299999999999996,0.40700000000000003,0,162737970,131514684,0,333239062,0.48835202278897305,0.39465566614756586,0,0.408,0.288,0.09086016494337025,0.8354629057742332,0.7297500700073917,0.0019999999999999463,0.004000000000000059,0
2021-05-15,0.395,0.41,0,163642826,132494336,0,333239062,0.49106735872399015,0.3975954535606033,0,0.41,0.293,0.09086016494337025,0.8349160104336013,0.7369299557529765,0.0020000000000000573,0.002999999999999947,0
2021-05-16,0.397,0.41100000000000003,0,164120473,132975712,0,333239062,0.4925007050944106,0.39903999009575897,0,0.412,0.295,0.09086016494337025,0.8365470256961787,0.7392742765686413,0.0020000000000000018,0.0010000000000000564,0
2021-05-17,0.39799999999999996,0.41200000000000003,0,165006207,133973102,0,333239062,0.49515865880093013,0.402033006562718,0,0.415,0.3,0.09086016494337025,0.8381152033268663,0.74620738870404,9.999999999999454e-4,0.0010000000000000009,0
2021-05-18,0.39899999999999997,0.413,0,165996557,135119680,0,333239062,0.4981305492931678,0.4054737136428502,0,0.419,0.305,0.09086016494337025,0.8411449580728352,0.7522065912974335,0.0010000000000000009,9.999999999999454e-4,0
2021-05-19,0.402,0.41600000000000004,0,166981320,136283449,0,333239062,0.501085674043819,0.40896600831267493,0,0.423,0.311,0.09086016494337025,0.844167019556439,0.7604543988463339,0.003000000000000058,0.003000000000000058,0
2021-05-20,0.40399999999999997,0.419,0,167903552,137440988,0,333239062,0.5038531527255349,0.4124396076952107,0,0.427,0.317,0.09086016494337025,0.8474691439166219,0.7685973754350486,0.0019999999999999463,0.002999999999999947,0
2021-05-21,0.40700000000000003,0.42200000000000004,0,168836716,138622868,0,333239062,0.5066534366850426,0.41598625073551554,0,0.43,0.322,0.09086016494337025,0.8487063717823083,0.7740640452194366,0.003000000000000058,0.003000000000000058,0
2021-05-22,0.409,0.425,0,169566262,139384429,0,333239062,0.508842693837615,0.4182715800586427,0,0.433,0.326,0.09086016494337025,0.8509506085945328,0.7793979212125625,0.0019999999999999463,0.002999999999999947,0
2021-05-23,0.413,0.42700000000000005,0,169905183,139727101,0,333239062,0.5098597444737736,0.4192998868782076,0,0.434,0.327,0.09086016494337025,0.851214485363875,0.7798714243273394,0.0040000000000000036,0.0020000000000000573,0
