"start_date","end_date","loc","exposure_mean","stdev"
2020-06-26,2020-09-04,"MO",0.0600978106138272,0.00419197798541091
2020-06-27,2020-09-05,"MO",0.0607468574132356,0.0042377470251449
2020-06-28,2020-09-06,"MO",0.0614104470471996,0.00429206148330599
2020-06-29,2020-09-07,"MO",0.0619690496084027,0.00430421479827763
2020-06-30,2020-09-08,"MO",0.0623864274904732,0.00434415435036297
2020-07-01,2020-09-09,"MO",0.062864481929564,0.00437453124540039
2020-07-02,2020-09-10,"MO",0.0631998027675437,0.00438640924882268
2020-07-03,2020-09-11,"MO",0.063624719882661,0.00442193308309034
2020-07-04,2020-09-12,"MO",0.0639719317114596,0.00448609779984461
2020-07-05,2020-09-13,"MO",0.0642325833394705,0.00455323900990949
2020-07-06,2020-09-14,"MO",0.0645161350976337,0.00453646043445947
2020-07-07,2020-09-15,"MO",0.0648892643628569,0.00452139334044986
2020-07-08,2020-09-16,"MO",0.0652244130766177,0.00453916137775732
2020-07-09,2020-09-17,"MO",0.0655035996837763,0.00455068505610263
2020-07-10,2020-09-18,"MO",0.0654603825739381,0.00450813862663922
2020-07-11,2020-09-19,"MO",0.0654970668820881,0.00451008786659966
2020-07-12,2020-09-20,"MO",0.0651768942951347,0.00450515367923279
2020-07-13,2020-09-21,"MO",0.0645797000958708,0.00443474911201251
2020-07-14,2020-09-22,"MO",0.0638257857525987,0.00438926263973183
2020-07-15,2020-09-23,"MO",0.0628595314845241,0.00435741334654053
2020-07-16,2020-09-24,"MO",0.0619265710652736,0.00429590248490973
2020-07-17,2020-09-25,"MO",0.0609489139098658,0.00415808935021656
2020-07-18,2020-09-26,"MO",0.0598728427119634,0.00407316100975189
2020-07-19,2020-09-27,"MO",0.0590203048899311,0.00399319476991992
