date,age_group.x,cases,age_class,age_group.y,clinical_fraction,cases_adj,pop,age_pct,incid_per100K,mean_incid_per100K,incid_OR
2020-01-01,0 - 9 Years,7,00,a00-09,0.29,24.13793103448276,39888000,0.11992820182862847,0.060514267535305755,0.471652870601129,0.12830255322771464
2020-01-01,10 - 19 Years,25,10,a10-19,0.21,119.04761904761905,43455000,0.1306528281804816,0.27395609031784385,0.471652870601129,0.5808426226022594
2020-01-01,20 - 29 Years,44,20,a20-29,0.27,162.96296296296296,44501000,0.13379775645747582,0.36620067630606723,0.471652870601129,0.7764199035603
2020-01-01,30 - 39 Years,56,30,a30-39,0.33,169.6969696969697,45194000,0.13588134660657428,0.375485616889343,0.471652870601129,0.7961058657626332
2020-01-01,40 - 49 Years,67,40,a40-49,0.4,167.5,41153000,0.1237315806722209,0.40701771438291257,0.471652870601129,0.8629603247493481
2020-01-01,50 - 59 Years,113,50,a50-59,0.49,230.6122448979592,43033000,0.12938403302475354,0.535896277038457,0.471652870601129,1.1362090860497653
2020-01-01,60 - 69 Years,151,60,a60-69,0.63,239.68253968253967,39034000,0.1173605452812546,0.6140353017434536,0.471652870601129,1.3018797086103937
2020-01-01,70 - 79 Years,161,70,a70-79,0.69,233.33333333333334,24136000,0.07256786701102529,0.9667440061871617,0.471652870601129,2.049693888123762
2020-01-01,80+ Years,153,80,a80+,0.69,221.73913043478262,12205000,0.0366958409375855,1.8167892702563098,0.471652870601129,3.8519627113490973
2020-01-02,0 - 9 Years,13,00,a00-09,0.29,44.827586206896555,39888000,0.11992820182862847,0.11238363970842498,0.1900397687463842,0.5913690615905006
2020-01-02,10 - 19 Years,12,10,a10-19,0.21,57.142857142857146,43455000,0.1306528281804816,0.13149892335256505,0.1900397687463842,0.6919547641002222
2020-01-02,20 - 29 Years,41,20,a20-29,0.27,151.85185185185185,44501000,0.13379775645747582,0.34123244837610806,0.1900397687463842,1.7955844222874036
2020-01-02,30 - 39 Years,46,30,a30-39,0.33,139.39393939393938,45194000,0.13588134660657428,0.3084346138733889,0.1900397687463842,1.623000364123824
2020-01-02,40 - 49 Years,33,40,a40-49,0.4,82.5,41153000,0.1237315806722209,0.20047141156173304,0.1900397687463842,1.0548918938607543
2020-01-02,50 - 59 Years,36,50,a50-59,0.49,73.46938775510205,43033000,0.12938403302475354,0.17072801746357924,0.1900397687463842,0.8983804736756059
2020-01-02,60 - 69 Years,23,60,a60-69,0.63,36.507936507936506,39034000,0.1173605452812546,0.09352855589469823,0.1900397687463842,0.4921525452891699
2020-01-02,70 - 79 Years,16,70,a70-79,0.69,23.188405797101453,24136000,0.07256786701102529,0.09607393850307198,0.1900397687463842,0.50554649238332094
2020-01-02,80+ Years,16,80,a80+,0.69,23.188405797101453,12205000,0.0366958409375855,0.18999103479804552,0.1900397687463842,0.9997435592104739
2020-01-03,0 - 9 Years,8,00,a00-09,0.29,27.586206896551726,39888000,0.11992820182862847,0.0691591628974923,0.14449573268919153,0.47862425838036876
2020-01-03,10 - 19 Years,19,10,a10-19,0.21,90.47619047619048,43455000,0.1306528281804816,0.20820662864156136,0.14449573268919153,1.4409188753650681
2020-01-03,20 - 29 Years,26,20,a20-29,0.27,96.29629629629629,44501000,0.13379775645747582,0.2163913087263124,0.14449573268919153,1.4975619327926268
2020-01-03,30 - 39 Years,26,30,a30-39,0.33,78.78787878787878,45194000,0.13588134660657428,0.1743326078414807,0.14449573268919153,1.2064896630301734
2020-01-03,40 - 49 Years,27,40,a40-49,0.4,67.5,41153000,0.1237315806722209,0.1640220640050543,0.14449573268919153,1.1351343112523862
2020-01-03,50 - 59 Years,28,50,a50-59,0.49,57.142857142857146,43033000,0.12938403302475354,0.13278845802722827,0.14449573268919153,0.9189784054928082
2020-01-03,60 - 69 Years,14,60,a60-69,0.63,22.22222222222222,39034000,0.1173605452812546,0.056930425327207615,0.14449573268919153,0.39399381744832723
2020-01-03,70 - 79 Years,17,70,a70-79,0.69,24.637681159420293,24136000,0.07256786701102529,0.10207855965951397,0.14449573268919153,0.7064468808852898
2020-01-03,80+ Years,11,80,a80+,0.69,15.942028985507248,12205000,0.0366958409375855,0.13061883642365626,0.14449573268919153,0.9039632796950184
2020-01-04,0 - 9 Years,12,00,a00-09,0.29,41.37931034482759,39888000,0.11992820182862847,0.10373874434623843,0.26465378765554737,0.39197906542435984
2020-01-04,10 - 19 Years,37,10,a10-19,0.21,176.1904761904762,43455000,0.1306528281804816,0.4054550136704089,0.26465378765554737,1.532020445511694
2020-01-04,20 - 29 Years,64,20,a20-29,0.27,237.037037037037,44501000,0.13379775645747582,0.5326555291724613,0.26465378765554737,2.0126503153082544
2020-01-04,30 - 39 Years,46,30,a30-39,0.33,139.39393939393938,45194000,0.13588134660657428,0.3084346138733889,0.26465378765554737,1.1654267887328453
2020-01-04,40 - 49 Years,31,40,a40-49,0.4,77.5,41153000,0.1237315806722209,0.18832162904284014,0.26465378765554737,0.711577305245088
2020-01-04,50 - 59 Years,50,50,a50-59,0.49,102.04081632653062,43033000,0.12938403302475354,0.23712224647719335,0.26465378765554737,0.8959714825083595
2020-01-04,60 - 69 Years,38,60,a60-69,0.63,60.317460317460316,39034000,0.1173605452812546,0.15452544017384925,0.26465378765554737,0.5838776823967752
2020-01-04,70 - 79 Years,14,70,a70-79,0.69,20.28985507246377,24136000,0.07256786701102529,0.08406469619018797,0.26465378765554737,0.31764025346049457
2020-01-04,80+ Years,18,80,a80+,0.69,26.086956521739133,12205000,0.0366958409375855,0.21373991414780116,0.26465378765554737,0.8076208394417097
2020-01-05,0 - 9 Years,11,00,a00-09,0.29,37.931034482758626,39888000,0.11992820182862847,0.09509384898405192,0.17353240026514888,0.5479890143786016
