date,pop_age,pop_age_frac,infections,infections_lo,infections_hi,infections_pct,infections_lo_pct,infections_hi_pct
2021-03-23,44084236.445759006,2061013.2595846215,2216.762173769377,1411.0958693887167,3634.5322531694906,0.0010755690985783106,6.846612280762862e-4,0.0017634686415855458
2021-03-24,44084236.445759006,2061013.2595846215,2265.865324433003,1442.355607651902,3714.375584973067,0.0010993938607118266,6.998283979709066e-4,0.0018022084854134638
2021-03-25,44084236.445759006,2061013.2595846215,2135.47985923299,1359.3540551904748,3500.0784368718423,0.0010361310628653484,6.595561910477181e-4,0.0016982318869589667
2021-03-26,44084236.445759006,2061013.2595846215,2176.2088005316305,1385.4651055513827,3566.872675688092,0.0010558926733786399,6.722252266492505e-4,0.0017306403338748838
2021-03-27,44084236.445759006,2061013.2595846215,2156.274734729358,1372.7836838943601,3533.947406899479,0.0010462206997949811,6.660722232185116e-4,0.0017146650515056435
2021-03-28,44084236.445759006,2061013.2595846215,2252.777290352509,1434.2391723070236,3691.6779432596513,0.001093043569650074,6.958903178507844e-4,0.0017911956296698815
2021-03-29,44084236.445759006,2061013.2595846215,2231.8873585035353,1420.9663527795537,3657.3750304322875,0.0010829078115457403,6.894503692159344e-4,0.001774551916841815
2021-03-30,44084236.445759006,2061013.2595846215,2278.8577703950177,1450.8305609945553,3734.568964998599,0.0011056977725870142,7.039404303914847e-4,0.001812006277801079
2021-03-31,44084236.445759006,2061013.2595846215,2289.2915641163113,1457.3257908046485,3751.6346442673334,0.001110760230905888,7.07091904444302e-4,0.0018202865152956082
2021-04-01,44084236.445759006,2061013.2595846215,2211.2935014133654,1407.5771503667477,3623.5715534397355,0.001072915708392401,6.829539518103013e-4,0.0017581505294002977
2021-04-02,44084236.445759006,2061013.2595846215,2160.779046920146,1375.2309122034455,3540.550173879418,0.001048406184128884,6.672596140796351e-4,0.0017178687024036825
2021-04-03,44084236.445759006,2061013.2595846215,2098.2986854348987,1335.2106146365632,3438.2480413810067,0.0010180908228886367,6.478418362556594e-4,0.0016682318880733228
2021-04-04,44084236.445759006,2061013.2595846215,2108.6501407910773,1341.656779848579,3455.685694966698,0.0010231133307779187,6.509695042519899e-4,0.0016766926068506518
2021-04-05,44084236.445759006,2061013.2595846215,2113.0086890782413,1344.164584518769,3462.806533554772,0.0010252280907227637,6.521862866567259e-4,0.0016801476251796018
2021-04-06,44084236.445759006,2061013.2595846215,2128.957381896672,1354.0225254918034,3489.6900036703255,0.001032966368360844,6.569693422373684e-4,0.0016931914374843182
2021-04-07,44084236.445759006,2061013.2595846215,2120.0423706037677,1347.965608876354,3475.764372117197,0.0010286408205986228,6.540305369738496e-4,0.0016864347456055212
2021-04-08,44084236.445759006,2061013.2595846215,2056.149964070545,1306.8921344086446,3371.477925161184,9.976403375905225e-4,6.341017595743352e-4,0.001635835145398664
2021-04-09,44084236.445759006,2061013.2595846215,2026.3726169320512,1287.4979141054512,3323.09633277242,9.831924212561583e-4,6.246917180750864e-4,0.0016123604820680094
2021-04-10,44084236.445759006,2061013.2595846215,1992.6353744557289,1265.618257949263,3268.938030626135,9.668231706851446e-4,6.140757474817686e-4,0.0015860829693473005
2021-04-11,44084236.445759006,2061013.2595846215,1971.9183613016298,1251.9847939159808,3235.662470679071,9.5677131242671e-4,6.07460814768512e-4,0.00156993772632554
2021-04-12,44084236.445759006,2061013.2595846215,1996.9850505688116,1267.3776960730108,3277.8083115201134,9.68933625866767e-4,6.149294237575353e-4,0.001590386813998822
2021-04-13,44084236.445759006,2061013.2595846215,2036.756839816271,1292.1129096059185,3343.9737776484967,9.88230827892277e-4,6.269309057557117e-4,0.001622490181515108
2021-04-14,44084236.445759006,2061013.2595846215,1992.4209423469852,1263.4451393881493,3272.4101964432843,9.667191286040243e-4,6.130213541871075e-4,0.0015877676580803798
2021-04-15,44084236.445759006,2061013.2595846215,1916.0645517822015,1214.4485950498868,3148.2355500535873,9.296711425177182e-4,5.892483172547118e-4,0.0015275183385710413
2021-04-16,44084236.445759006,2061013.2595846215,1845.7670682319551,1169.3272985322587,3034.222189585523,8.955629274330592e-4,5.673555437328559e-4,0.0014721992570766104
2021-04-17,44084236.445759006,2061013.2595846215,1806.8999642275003,1144.1878737551028,2971.4233074023414,8.767046770925018e-4,5.551579391515916e-4,0.0014417293501552749
2021-04-18,44084236.445759006,2061013.2595846215,1833.9389601150644,1160.7554518842542,3017.317588011514,8.898239502276071e-4,5.631964988513436e-4,0.0014639971741955834
2021-04-19,44084236.445759006,2061013.2595846215,1831.8926241502497,1158.906238725382,3015.539068039476,8.888310716251535e-4,5.622992638868073e-4,0.0014631342394406674
2021-04-20,44084236.445759006,2061013.2595846215,1860.8733419518496,1176.680411070783,3064.4069449173335,9.028924648097081e-4,5.709232609730674e-4,0.0014868448471481144
2021-04-21,44084236.445759006,2061013.2595846215,1807.559209779496,1142.2566441637116,2978.057608169242,8.770245418720854e-4,5.542209099585915e-4,0.0014449483011911542
